number,law,method,stage,object,customer,price_rub,posted,region
0376100002726000010,44-ФЗ,Электронный аукцион,Определение поставщика завершено,Поставка симуляционного медицинского оборудован ия,"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""МАЙКОПСКИЙ ГОСУДАРСТВЕННЫЙ ТЕХНОЛОГИЧЕСКИЙ УНИВЕРСИТЕТ""",40407249.67,13.04.2026,Не определён
0369100002326000022,44-ФЗ,Запрос котировок в электронной форме,Определение поставщика завершено,Поставка оборудован ия для учебн ого процесса: офисная техника,"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""ЮЖНО-УРАЛЬСКИЙ ГОСУДАРСТВЕННЫЙ ГУМАНИТАРНО-ПЕДАГОГИЧЕСКИЙ УНИВЕРСИТЕТ""",644384.6,14.04.2026,Не определён
0352100007826000050,44-ФЗ,Электронный аукцион,Определение поставщика отменено,Поставка типовых комплектов учебн ого оборудован ия по электротехнике и основам автомотизации,"ОМСКИЙ ИНСТИТУТ ВОДНОГО ТРАНСПОРТА - ФИЛИАЛ ФЕДЕРАЛЬНОГО ГОСУДАРСТВЕННОГО БЮДЖЕТНОГО ОБРАЗОВАТЕЛЬНОГО УЧРЕЖДЕНИЯ ВЫСШЕГО ОБРАЗОВАНИЯ ""СИБИРСКИЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ ВОДНОГО ТРАНСПОРТА""",1958663.33,22.04.2026,Не определён
0365100014826000201,44-ФЗ,Запрос котировок в электронной форме,Определение поставщика завершено,"Оборудование для лечебной, учебн ой и научной деятельности: поставка видеокамеры","ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""СИБИРСКИЙ ГОСУДАРСТВЕННЫЙ МЕДИЦИНСКИЙ УНИВЕРСИТЕТ"" МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ",148204.67,15.04.2026,Не определён
0128200000126002150,44-ФЗ,Электронный аукцион,Определение поставщика завершено,Поставка учебн о-демонстрационного оборудован ия (магнитов) для оснащения предметных кабинетов Физики в рамках регионального проекта «Все лучшее детям» национального проекта «Молодежь и дети» во Владимирской области,МИНИСТЕРСТВО ИМУЩЕСТВЕННЫХ И ЗЕМЕЛЬНЫХ ОТНОШЕНИЙ ВЛАДИМИРСКОЙ ОБЛАСТИ,322587.96,14.04.2026,Владимирской
32615944635,223-ФЗ,Иной способ,Закупка завершена,Поставка товара ( учебн о-наглядное оборудование для учебн ых предметов),МУНИЦИПАЛЬНОЕ АВТОНОМНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА №5 ГОРОДА ТЮМЕНИ,124981.01,23.04.2026,Не определён
0348100099826000013,44-ФЗ,Электронный аукцион,Определение поставщика завершено,Оказание услуг по техническому обслуживанию оборудован ия систем вентиляции и кондиционирования ФГБУ УТЦ «Новогорск» филиал Богородское,"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""<span class='highlightColor'>УЧЕБН</span>О-ТРЕНИРОВОЧНЫЙ ЦЕНТР ""НОВОГОРСК""",1200000.0,14.04.2026,Не определён
0372200122926000006,44-ФЗ,Электронный аукцион,Определение поставщика завершено,Поставка мебели для оснащения предметного кабинета по учебн ому предмету «Физика» для ГБОУ школы № 355 Московского района Санкт-Петербурга в 2026 году,ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА № 355 МОСКОВСКОГО РАЙОНА САНКТ-ПЕТЕРБУРГА,429055.0,09.04.2026,Санкт-Петербург
0369100013326000034,44-ФЗ,Запрос котировок в электронной форме,Определение поставщика завершено,Выполнение работ по ремонту электро оборудован ия распределительного устройства и кабельных линий на территории ФГКУ «Уральский УСЦ МЧС России»,"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УРАЛЬСКИЙ <span class='highlightColor'>УЧЕБН</span>ЫЙ СПАСАТЕЛЬНЫЙ ЦЕНТР МЧС РОССИИ""",2152437.58,15.04.2026,Не определён
0372200004326000047,44-ФЗ,Открытый конкурс в электронной форме,Определение поставщика завершено,Приобретение немонтируемого оборудован ия и инвентаря для оснащения вводных объектов здравоохранения (закупка 11),"САНКТ-ПЕТЕРБУРГСКОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""ГОРОДСКАЯ ПОЛИКЛИНИКА № 51""",2222420.1,30.03.2026,Санкт-Петербург
0148300000626000442,44-ФЗ,Запрос котировок в электронной форме,Определение поставщика завершено,Поставка комплекта оборудован ия для учебн ых мастерских,АДМИНИСТРАЦИЯ БОГОРОДСКОГО ГОРОДСКОГО ОКРУГА МОСКОВСКОЙ ОБЛАСТИ,221082.0,13.04.2026,Московской
0348100051726000008,44-ФЗ,Электронный аукцион,Определение поставщика завершено,"Поставка инвентаря, принадлежностей и оборудован ия для проведения практических занятий","ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""РОССИЙСКИЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ ТУРИЗМА И СЕРВИСА""",293114.83,13.04.2026,Не определён
32615940213,223-ФЗ,Иной способ,Закупка завершена,"Поставка, сборка, установка (монтаж) и расстановка товара ( оборудование для учебн ых классов)","МУНИЦИПАЛЬНОЕ АВТОНОМНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ТЮМЕНСКОГО МУНИЦИПАЛЬНОГО ОКРУГА ПАТРУШЕВСКИЙ ДЕТСКИЙ САД ""ИВАНУШКА""",873500.0,22.04.2026,Не определён
0372200191426000001,44-ФЗ,Электронный аукцион,Определение поставщика завершено,"Поставка оборудован ия для оснащения кабинетов Музыка, ИЗО, Физика для ГБОУ школа № 370 Московского района Санкт-Петербурга в рамках федерального проекта «Все лучшее детям» национального проекта «Молодёжь и дети», в 2026 году",ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ШКОЛА № 370 МОСКОВСКОГО РАЙОНА САНКТ-ПЕТЕРБУРГА,588526.94,11.03.2026,Санкт-Петербург
32615942348,223-ФЗ,Иной способ,Закупка завершена,Поставка мультимедийного оборудован ия для организации учебн ого процесса для нужд подведомственных учреждений МАОУ «Юргинская СОШ»,"МУНИЦИПАЛЬНОЕ АВТОНОМНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ЮРГИНСКАЯ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА""",888483.33,23.04.2026,Не определён
0187300010326000139,44-ФЗ,Электронный аукцион,Определение поставщика завершено,"Поставка комплекта оборудован ия БПЛА для учебн ых целей, макет массогабаритный модели оружия",АДМИНИСТРАЦИЯ НИЖНЕВАРТОВСКОГО РАЙОНА,1991589.36,13.04.2026,Не определён
0365100014826000197,44-ФЗ,Электронный аукцион,Определение поставщика завершено,"Канцелярские, хозяйственные и иные товары для обеспечения учебн ой, медицинской и научной деятельности: Поставка запасных частей для медицинского оборудован ия (Комплект фильтров)","ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""СИБИРСКИЙ ГОСУДАРСТВЕННЫЙ МЕДИЦИНСКИЙ УНИВЕРСИТЕТ"" МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ",377952.0,14.04.2026,Не определён
